Date,Open*,High,Low,Close**,Volume,Market Cap
"Sep 11, 2017",4122.47,4261.67,4099.4,4161.27,1557330048,68256038912
"Sep 10, 2017",4229.34,4245.44,3951.04,4122.94,1679090048,70018088960
"Sep 09, 2017",4229.81,4308.82,4114.11,4226.06,1386230016,70017155072
"Sep 08, 2017",4605.16,4661.0,4075.18,4228.75,2700890112,76220227584
"Sep 07, 2017",4589.14,4655.04,4491.33,4599.88,1844620032,75944968192
"Sep 06, 2017",4376.59,4617.25,4376.59,4597.12,2172100096,72418721792
"Sep 05, 2017",4228.29,4427.84,3998.11,4376.53,2697969920,69954437120
"Sep 04, 2017",4591.63,4591.63,4108.4,4236.31,2987330048,75955544064
"Sep 03, 2017",4585.27,4714.08,4417.59,4582.96,1933190016,75841708032
"Sep 02, 2017",4901.42,4975.04,4469.24,4578.77,2722139904,81060601856
"Sep 01, 2017",4701.76,4892.01,4678.53,4892.01,2599079936,77748371456
"Aug 31, 2017",4555.59,4736.05,4549.4,4703.39,1944930048,75322261504
"Aug 30, 2017",4570.36,4626.52,4471.41,4565.3,1937849984,75556601856
"Aug 29, 2017",4389.21,4625.68,4352.13,4579.02,2486080000,72553783296
"Aug 28, 2017",4384.45,4403.93,4224.64,4382.66,1959330048,72467865600
"Aug 27, 2017",4345.1,4416.59,4317.29,4382.88,1537459968,71809245184
"Aug 26, 2017",4372.06,4379.28,4269.52,4352.4,1511609984,72249057280
"Aug 25, 2017",4332.82,4455.7,4307.35,4371.6,1727970048,71595073536
"Aug 24, 2017",4137.6,4376.39,4130.26,4334.68,2037750016,68363894784
"Aug 23, 2017",4089.01,4255.78,4078.41,4151.52,2369819904,67553030144
"Aug 22, 2017",3998.35,4128.76,3674.58,4100.52,3764239872,66051018752
"Aug 21, 2017",4090.48,4109.14,3988.6,4001.74,2800890112,67567071232
"Aug 20, 2017",4189.31,4196.29,4069.88,4087.66,2109769984,69192663040
"Aug 19, 2017",4137.75,4243.26,3970.55,4193.7,2975820032,68333101056
"Aug 18, 2017",4324.34,4370.13,4015.4,4160.62,2941710080,71406542848
"Aug 17, 2017",4384.44,4484.7,4243.71,4331.69,2553359872,72389124096
"Aug 16, 2017",4200.34,4381.23,3994.42,4376.63,2272039936,69342707712
"Aug 15, 2017",4326.99,4455.97,3906.18,4181.93,3258050048,71425482752
"Aug 14, 2017",4066.1,4325.13,3989.16,4325.13,2463089920,67112329216
"Aug 13, 2017",3880.04,4208.39,3857.8,4073.26,3159089920,64034107392
"Aug 12, 2017",3650.63,3949.92,3613.7,3884.71,2219589888,60242059264
"Aug 11, 2017",3373.82,3679.72,3372.12,3650.62,2021190016,55667986432
"Aug 10, 2017",3341.84,3453.45,3319.47,3381.28,1515110016,55134724096
"Aug 09, 2017",3420.4,3422.76,3247.67,3342.47,1468960000,56424906752
"Aug 08, 2017",3370.22,3484.85,3345.83,3419.94,1752760064,55590281216
"Aug 07, 2017",3212.78,3397.68,3180.89,3378.94,1482279936,52987310080
"Aug 06, 2017",3257.61,3293.29,3155.6,3213.94,1105030016,53720891392
"Aug 05, 2017",2897.63,3290.01,2874.83,3252.91,1945699968,47778197504
"Aug 04, 2017",2806.93,2899.33,2743.72,2895.89,1002120000,46276210688
"Aug 03, 2017",2709.56,2813.31,2685.14,2804.73,804796992,44666400768
"Aug 02, 2017",2727.13,2762.53,2668.59,2710.67,1094950016,44950835200
"Aug 01, 2017",2871.3,2921.35,2685.61,2718.26,1324669952,47321755648
"Jul 31, 2017",2763.24,2889.62,2720.61,2875.34,860574976,45535846400
"Jul 30, 2017",2724.39,2758.53,2644.85,2757.18,705942976,44890664960
"Jul 29, 2017",2807.02,2808.76,2692.8,2726.45,803745984,46246670336
"Jul 28, 2017",2679.73,2897.45,2679.73,2809.01,1380099968,44144447488
"Jul 27, 2017",2538.71,2693.32,2529.34,2671.78,789104000,41816489984
"Jul 26, 2017",2577.77,2610.76,2450.8,2529.45,937404032,42455015424
"Jul 25, 2017",2757.5,2768.08,2480.96,2576.48,1460089984,45410078720
"Jul 24, 2017",2732.7,2777.26,2699.19,2754.86,866473984,44995604480
"Jul 23, 2017",2808.1,2832.18,2653.94,2730.4,1072840000,46231142400
"Jul 22, 2017",2668.63,2862.42,2657.71,2810.12,1177129984,43929632768
"Jul 21, 2017",2838.41,2838.41,2621.85,2667.76,1489449984,46718996480
"Jul 20, 2017",2269.89,2900.7,2269.89,2817.6,2249260032,37356806144
"Jul 19, 2017",2323.08,2397.17,2260.23,2273.43,1245100032,38227845120
"Jul 18, 2017",2233.52,2387.61,2164.77,2318.88,1512450048,36749443072
"Jul 17, 2017",1932.62,2230.49,1932.62,2228.41,1201760000,31795019776
"Jul 16, 2017",1991.98,2058.77,1843.03,1929.82,1182870016,32767571968
"Jul 15, 2017",2230.12,2231.14,1990.41,1998.86,993608000,36681289728
"Jul 14, 2017",2360.59,2363.25,2183.22,2233.34,882502976,38823104512
"Jul 13, 2017",2402.7,2425.22,2340.83,2357.9,835769984,39511040000
"Jul 12, 2017",2332.77,2423.71,2275.14,2398.84,1117410048,38355918848
"Jul 11, 2017",2385.89,2413.47,2296.81,2337.79,1329760000,39224180736
"Jul 10, 2017",2525.25,2537.16,2321.13,2372.56,1111200000,41509044224
"Jul 09, 2017",2572.61,2635.49,2517.59,2518.44,527856000,42283167744
"Jul 08, 2017",2520.27,2571.34,2492.31,2571.34,733329984,41417732096
"Jul 07, 2017",2608.59,2916.14,2498.87,2518.66,917411968,42864218112
"Jul 06, 2017",2608.1,2616.72,2581.69,2608.56,761956992,42851422208
"Jul 05, 2017",2602.87,2622.65,2538.55,2601.99,941566016,42760830976
"Jul 04, 2017",2561.0,2631.59,2559.35,2601.64,985516032,42067939328
"Jul 03, 2017",2498.56,2595.0,2480.47,2564.06,964112000,41037160448
"Jul 02, 2017",2436.4,2514.28,2394.84,2506.47,803747008,40010469376
"Jul 01, 2017",2492.6,2515.27,2419.23,2434.55,779913984,40928153600
"Jun 30, 2017",2539.24,2559.25,2478.43,2480.84,860273024,41689124864
"Jun 29, 2017",2567.56,2588.83,2510.48,2539.32,949979008,42150330368
"Jun 28, 2017",2553.03,2603.98,2484.42,2574.79,1183869952,41906651136
"Jun 27, 2017",2478.45,2552.45,2332.99,2552.45,1489789952,40677937152
"Jun 26, 2017",2590.57,2615.25,2376.29,2478.45,1663280000,42513989632
"Jun 25, 2017",2607.25,2682.26,2552.12,2589.41,1161100032,42783760384
"Jun 24, 2017",2738.52,2757.94,2583.19,2608.72,982750016,44932898816
"Jun 23, 2017",2707.34,2765.17,2706.37,2744.91,961318976,44415922176
"Jun 22, 2017",2691.03,2723.74,2642.36,2705.41,1097939968,44143661056
"Jun 21, 2017",2709.43,2772.01,2660.4,2689.1,1626579968,44440801280
"Jun 20, 2017",2591.26,2763.45,2589.82,2721.79,1854189952,42497998848
"Jun 19, 2017",2549.03,2662.85,2549.03,2589.6,1446840064,41800601600
"Jun 18, 2017",2655.35,2662.1,2516.33,2548.29,1178659968,43539300352
"Jun 17, 2017",2514.01,2685.19,2484.96,2655.88,1534509952,41217200128
"Jun 16, 2017",2469.57,2539.92,2385.15,2518.56,1195190016,40484098048
"Jun 15, 2017",2499.58,2534.71,2212.96,2464.58,2026259968,40971300864
"Jun 14, 2017",2716.88,2786.83,2412.94,2506.37,1696560000,44528300032
"Jun 13, 2017",2680.91,2789.04,2650.38,2717.02,1781200000,43934101504
"Jun 12, 2017",2953.22,2997.26,2518.56,2659.63,2569530112,48391200768
"Jun 11, 2017",2942.41,2996.6,2840.53,2958.11,1752400000,48208699392
"Jun 10, 2017",2828.14,2950.99,2746.55,2947.71,2018889984,46331400192
"Jun 09, 2017",2807.44,2901.71,2795.62,2823.81,1348950016,45987098624
"Jun 08, 2017",2720.49,2815.3,2670.95,2805.62,1281170048,44557099008
"Jun 07, 2017",2869.38,2869.38,2700.56,2732.16,1517709952,46989799424
"Jun 06, 2017",2690.84,2999.91,2690.84,2863.2,2089609984,44060999680
"Jun 05, 2017",2512.4,2686.81,2510.22,2686.81,1369309952,41133899776
"Jun 04, 2017",2547.79,2585.89,2452.54,2511.81,1355120000,41708199936
"Jun 03, 2017",2493.72,2581.91,2423.57,2515.35,1514950016,40817098752
"Jun 02, 2017",2404.03,2488.55,2373.32,2488.55,1317030016,39344599040
"Jun 01, 2017",2288.33,2448.39,2288.33,2407.88,1653180032,37446201344
"May 31, 2017",2187.19,2311.08,2145.57,2286.41,1544829952,35786698752
"May 30, 2017",2255.36,2301.96,2124.57,2175.47,1443970048,36897001472
"May 29, 2017",2159.43,2307.05,2107.17,2255.61,994625024,35323498496
"May 28, 2017",2054.08,2267.34,2054.08,2155.8,1147139968,33595899904
"May 27, 2017",2196.27,2260.2,1855.83,2038.87,1700480000,35917099008
"May 26, 2017",2320.89,2573.79,2071.99,2202.42,1763480064,37950599168
"May 25, 2017",2446.24,2763.71,2285.3,2304.98,2406700032,39995400192
"May 24, 2017",2321.37,2523.72,2321.37,2443.64,1725379968,37949198336
"May 23, 2017",2191.56,2320.82,2178.5,2320.42,1378749952,35822600192
"May 22, 2017",2043.19,2303.9,2017.87,2173.4,1942220032,33393600512
"May 21, 2017",2067.03,2119.08,2037.5,2041.2,1147859968,33779400704
"May 20, 2017",1984.24,2084.73,1974.92,2084.73,961336000,32422400000
"May 19, 2017",1897.37,2004.52,1890.25,1987.71,1157289984,30998999040
"May 18, 2017",1818.7,1904.48,1807.12,1888.65,894321024,29710499840
"May 17, 2017",1726.73,1864.05,1661.91,1839.09,1064729984,28204800000
"May 16, 2017",1741.7,1785.94,1686.54,1734.45,959044992,28446300160
"May 15, 2017",1808.44,1812.8,1708.54,1738.43,731529024,29532600320
"May 14, 2017",1800.86,1831.42,1776.62,1808.91,437196000,29405100032
"May 13, 2017",1723.12,1812.99,1651.08,1804.91,579635008,28132300800
"May 12, 2017",1845.76,1856.15,1694.01,1724.24,740984000,30131099648
"May 11, 2017",1780.37,1873.93,1755.35,1848.57,799489984,29060599808
"May 10, 2017",1756.52,1788.44,1719.1,1787.13,915723008,28668100608
"May 09, 2017",1723.89,1833.49,1716.3,1755.36,1167920000,28132200448
"May 08, 2017",1596.92,1723.35,1596.92,1723.35,1340320000,26056499200
"May 07, 2017",1579.47,1596.72,1559.76,1596.71,1080029952,25768499200
"May 06, 2017",1556.81,1578.8,1542.5,1578.8,582529984,25395599360
"May 05, 2017",1540.87,1618.03,1530.31,1555.45,946035968,25133099008
"May 04, 2017",1490.72,1608.91,1490.72,1537.67,933548992,24311900160
"May 03, 2017",1453.78,1492.77,1447.49,1490.09,583795968,23707099136
"May 02, 2017",1421.03,1473.9,1415.69,1452.82,477337984,23170199552
"May 01, 2017",1348.3,1434.32,1348.3,1421.6,713624000,21981800448
"Apr 30, 2017",1321.87,1347.91,1314.92,1347.89,413115008,21548400640
"Apr 29, 2017",1317.84,1327.2,1315.21,1321.79,422705984,21479800832
"Apr 28, 2017",1317.74,1331.28,1292.37,1316.48,527488992,21475999744
"Apr 27, 2017",1281.88,1319.7,1281.3,1317.73,449196992,20889200640
"Apr 26, 2017",1265.99,1294.83,1265.93,1281.08,329631008,20627900416
"Apr 25, 2017",1250.45,1267.58,1249.97,1265.49,242556000,20372299776
"Apr 24, 2017",1209.63,1250.94,1209.63,1250.15,235806000,19705399296
"Apr 23, 2017",1231.92,1232.2,1203.94,1207.21,258951008,20066199552
"Apr 22, 2017",1222.71,1235.56,1208.47,1231.71,249320000,19913900032
"Apr 21, 2017",1229.42,1235.94,1215.56,1222.05,272167008,20020699136
"Apr 20, 2017",1211.08,1240.79,1208.41,1229.08,315108000,19719899136
"Apr 19, 2017",1212.13,1215.51,1205.08,1210.29,288060992,19734800384
"Apr 18, 2017",1193.77,1217.57,1193.77,1211.67,270524000,19433799680
"Apr 17, 2017",1183.25,1194.9,1172.65,1193.91,253206000,19260499968
"Apr 16, 2017",1172.61,1187.22,1172.61,1182.94,183231008,19085099008
"Apr 15, 2017",1167.3,1188.0,1164.96,1172.52,203559008,18996500480
"Apr 14, 2017",1170.33,1190.8,1159.79,1167.54,254827008,19043799040
"Apr 13, 2017",1201.02,1205.89,1156.44,1169.28,351968992,19541299200
"Apr 12, 2017",1204.81,1207.14,1196.76,1200.37,288702016,19600799744
"Apr 11, 2017",1187.46,1208.07,1187.46,1205.01,216182000,19316000768
"Apr 10, 2017",1187.3,1190.34,1179.04,1187.13,215883008,19311200256
"Apr 09, 2017",1176.57,1197.21,1171.86,1187.87,242343008,19134400512
"Apr 08, 2017",1172.65,1184.98,1162.58,1175.95,209312000,19068600320
"Apr 07, 2017",1178.94,1186.58,1163.39,1176.9,317022016,19168499712
"Apr 06, 2017",1125.81,1188.37,1125.81,1182.68,511222016,18302599168
"Apr 05, 2017",1134.14,1135.09,1113.63,1124.78,414784000,18435700736
"Apr 04, 2017",1145.52,1156.44,1120.52,1133.25,436310016,18619000832
"Apr 03, 2017",1102.95,1151.74,1102.95,1143.81,580444032,17924599808
"Apr 02, 2017",1080.61,1107.59,1075.45,1102.17,514187008,17559400448
"Apr 01, 2017",1071.71,1091.72,1061.09,1080.5,289633984,17412999168
"Mar 31, 2017",1026.64,1074.92,1026.64,1071.79,447287008,16679000064
"Mar 30, 2017",1042.21,1049.29,1020.04,1026.43,352968992,16929800192
"Mar 29, 2017",1046.08,1055.13,1015.88,1039.97,298457984,16990900224
"Mar 28, 2017",1044.58,1064.65,1027.73,1047.15,326332000,16964500480
"Mar 27, 2017",972.05,1046.4,971.98,1045.77,372535008,15784999936
"Mar 26, 2017",974.02,1007.96,954.19,966.72,303668000,15814800384
"Mar 25, 2017",936.54,975.76,903.71,972.78,435803008,15204800512
"Mar 24, 2017",1038.45,1040.47,934.36,937.52,491038016,16856999936
"Mar 23, 2017",1050.05,1058.01,1028.93,1038.59,248540000,17043399680
"Mar 22, 2017",1120.65,1120.65,1014.21,1049.14,380840992,18187100160
"Mar 21, 2017",1055.36,1122.43,1055.36,1120.54,337391008,17125600256
"Mar 20, 2017",1037.24,1063.03,1036.68,1054.23,286529984,16829800448
"Mar 19, 2017",976.73,1069.91,976.73,1036.74,406648000,15845999616
"Mar 18, 2017",1099.69,1114.07,957.66,973.82,621302016,17838700544
"Mar 17, 2017",1180.16,1180.16,1099.57,1100.23,706598976,19141799936
"Mar 16, 2017",1251.33,1257.98,1152.44,1187.81,638568000,20293699584
"Mar 15, 2017",1240.16,1251.61,1239.75,1249.61,297804992,20110399488
"Mar 14, 2017",1232.16,1244.81,1220.72,1240.0,245306000,19978199040
"Mar 13, 2017",1221.78,1237.37,1217.03,1231.92,380276992,19807700992
"Mar 12, 2017",1176.62,1226.98,1175.36,1221.38,227176000,19073300480
"Mar 11, 2017",1116.32,1193.83,1116.32,1175.83,283320000,18093699072
"Mar 10, 2017",1189.36,1270.47,1077.25,1116.72,563795968,19275300864
"Mar 09, 2017",1150.35,1197.46,1141.23,1188.49,212283008,18640900096
"Mar 08, 2017",1223.23,1232.16,1148.08,1150.0,332603008,19819800576
"Mar 07, 2017",1273.21,1275.55,1204.8,1223.54,291256000,20627099648
"Mar 06, 2017",1267.47,1276.0,1264.6,1272.83,153656992,20531900416
"Mar 05, 2017",1254.29,1267.29,1238.06,1267.12,134127000,20316000256
"Mar 04, 2017",1277.43,1279.4,1230.51,1255.15,183270000,20688799744
"Mar 03, 2017",1250.71,1280.31,1250.71,1274.99,315739008,20253700096
"Mar 02, 2017",1224.68,1262.13,1215.62,1251.01,368275008,19829800960
"Mar 01, 2017",1180.04,1222.5,1179.69,1222.5,229056992,19104800768
"Feb 28, 2017",1180.72,1193.25,1171.82,1179.97,184956000,19113598976
"Feb 27, 2017",1163.78,1181.98,1163.38,1179.97,131570000,18837299200
"Feb 26, 2017",1144.27,1167.47,1130.2,1165.2,116486000,18518900736
"Feb 25, 2017",1170.41,1174.85,1124.59,1143.84,139960992,18939500544
"Feb 24, 2017",1172.71,1200.39,1131.96,1173.68,330759008,18974400512
"Feb 23, 2017",1117.27,1176.62,1116.96,1166.72,189454000,18075199488
"Feb 22, 2017",1114.8,1125.39,1100.55,1117.44,136100000,18033399808
"Feb 21, 2017",1079.28,1117.25,1076.93,1115.3,186868992,17456900096
"Feb 20, 2017",1048.69,1080.49,1041.69,1079.98,109478000,16960199680
"Feb 19, 2017",1054.76,1056.81,1043.46,1047.87,77423296,17056600064
"Feb 18, 2017",1049.21,1061.1,1046.96,1054.42,99073504,16964800512
"Feb 17, 2017",1026.12,1053.17,1025.64,1046.21,136474000,16589599744
"Feb 16, 2017",1007.65,1033.37,1007.65,1027.44,122277000,16289099776
"Feb 15, 2017",1006.21,1008.84,1001.58,1007.48,89759400,16264099840
"Feb 14, 2017",991.73,1011.51,986.47,1004.55,137946000,16028000256
"Feb 13, 2017",998.89,1002.1,976.0,990.64,100607000,16141500416
"Feb 12, 2017",1003.52,1004.76,996.92,999.18,67530000,16214700032
"Feb 11, 2017",988.9,1009.29,982.83,1004.45,102261000,15976699904
"Feb 10, 2017",995.63,998.91,946.69,988.67,190452000,16083600384
"Feb 09, 2017",1064.7,1088.99,953.34,994.38,407220000,17197099008
"Feb 08, 2017",1062.32,1078.97,1037.49,1063.07,201855008,17156700160
"Feb 07, 2017",1040.14,1061.93,1040.14,1061.35,146007008,16796600320
"Feb 06, 2017",1028.4,1044.64,1028.16,1038.15,111762000,16605400064
"Feb 05, 2017",1043.52,1043.63,1022.37,1027.34,114208000,16847399936
"Feb 04, 2017",1031.33,1045.9,1015.16,1042.9,155064000,16648800256
"Feb 03, 2017",1011.46,1033.87,1008.79,1029.91,201278000,16326099968
"Feb 02, 2017",990.0,1013.52,983.22,1011.8,145820992,15977799680
"Feb 01, 2017",970.94,989.11,970.74,989.02,150110000,15667900416
"Jan 31, 2017",920.96,972.02,920.96,970.4,164582000,14859700224
"Jan 30, 2017",920.15,923.05,919.47,920.38,78227296,14844900352
"Jan 29, 2017",922.07,923.42,919.15,919.5,60851700,14874000384
"Jan 28, 2017",919.81,923.91,919.81,921.59,68979600,14835800064
"Jan 27, 2017",918.36,923.22,915.85,919.75,125594000,14810399744
"Jan 26, 2017",902.4,919.33,902.22,917.59,131958000,14551199744
"Jan 25, 2017",891.92,903.25,891.69,901.54,120831000,14380699648
"Jan 24, 2017",910.68,924.15,892.29,892.69,111349000,14681400320
"Jan 23, 2017",925.5,928.27,916.74,921.01,73588600,14918800384
"Jan 22, 2017",922.21,937.53,897.56,924.67,116573000,14863599616
"Jan 21, 2017",895.55,927.37,895.53,921.79,111158000,14432000000
"Jan 20, 2017",898.17,899.4,887.01,895.03,86728400,14472099840
"Jan 19, 2017",888.34,904.61,884.34,899.07,105625000,14311700480
"Jan 18, 2017",909.37,917.5,858.3,886.62,225676992,14648899584
"Jan 17, 2017",830.95,910.56,830.8,907.94,155095008,13383900160
"Jan 16, 2017",821.78,834.53,820.27,831.53,82755200,13234599936
"Jan 15, 2017",818.14,823.31,812.87,821.8,71013600,13174299648
"Jan 14, 2017",825.14,835.09,812.46,818.41,93063296,13285199872
"Jan 13, 2017",803.74,829.0,780.0,823.98,168968000,12939100160
"Jan 12, 2017",775.18,826.25,755.76,804.83,222326000,12477599744
"Jan 11, 2017",908.11,919.45,762.77,777.76,310928992,14615700480
"Jan 10, 2017",902.44,914.87,901.06,907.68,115808000,14522600448
"Jan 09, 2017",913.24,913.69,879.81,902.83,141876992,14694899712
"Jan 08, 2017",908.17,942.72,887.25,911.2,158715008,14611399680
"Jan 07, 2017",903.49,908.59,823.56,908.59,279550016,14534400000
"Jan 06, 2017",1014.24,1046.81,883.94,902.2,351876000,16314099712
"Jan 05, 2017",1156.73,1191.1,910.42,1013.38,510199008,18603999232
"Jan 04, 2017",1044.4,1159.42,1044.4,1154.73,344945984,16795400192
"Jan 03, 2017",1021.6,1044.08,1021.6,1043.84,185168000,16426600448
"Jan 02, 2017",998.62,1031.39,996.7,1021.75,222184992,16055100416
"Jan 01, 2017",963.66,1003.08,958.7,998.33,147775008,15491200000
